|text|score
6745|fierce  glaring and unforgettable|1.0
6746|hollywoods answer to an air ball|0.0
6747|this is carions debut feature but his script and direction hums with a confidence that many spend entire careers trying to reach|1.0
6748|a beguiling splash of pastel colors and prankish comedy from disney|1.0
6749|once folks started hanging out at the barbershop  they never wanted to leave  chances are you wont  either|1.0
6750|a thoughtful  provocative  insistently humanizing film|1.0
6751|the creative animation work may not look as fully rendered as pixars industry standard  but it uses lighting effects and innovative backgrounds to an equally impressive degree|1.0
6752|dawdles and drags when it should pop  it doesnt even have the virtue of enough mindless violence to break up the tedium of all its generational bonding|0.0
6753|theres no clear picture of who killed bob crane  but heres a glimpse at his life|1.0
6754|an intelligently made  and beautifully edited  picture that at the very least has a spark of life to it  more than you can say for plenty of movies that flow through the hollywood pipeline without a hitch|1.0
6755|i stopped thinking about how good it all was  and started doing nothing but reacting to it  feeling a part of its grand locations  thinking urgently as the protagonists struggled  feeling at the mercy of its inventiveness  gasping at its visual delights|1.0
6756|the films sense of imagery gives it a terrible strength  but its propelled by the acting|1.0
6757|neither a rousing success nor a blinding embarrassment  still  it just sits there like a side dish no one ordered|0.0
6758|strident and inelegant in its messagemovie posturing|0.0
6759|a comedydrama of nearly epic proportions rooted in a sincere performance by the title character undergoing midlife crisis|1.0
6760|on its own cinematic terms  it successfully showcases the passions of both the director and novelist byatt|1.0
6761|mr  wedge and mr  saldanha handle the mix of verbal jokes and slapstick well  their film falters  however  in its adherence to the disney philosophy of required poignancy  a salute that id hoped the movie would avoid|0.0
6762|this concoction  so bizarre to the adult mind  is actually a charming triumph where its intended under12 audience is concerned|1.0
6763|ive always dreamed of attending cannes  but after seeing this film  its not that big a deal|0.0
6764|real women have curves wears its empowerment on its sleeve but even its worst harangues are easy to swallow thanks to remarkable performances by ferrera and ontiveros|1.0
6765|the animation and backdrops are lush and inventive  yet return to neverland never manages to take us to that elusive  lovely place where we suspend our disbelief|0.0
6766|a modest pleasure that accomplishes its goals with ease and confidence|1.0
6767|it trusts the story it sets out to tell|1.0
6768|alain choquarts camera barely stops moving  portraying both the turmoil of the time and giving conduct a perpetual sense of urgency  which  for a film that takes nearly three hours to unspool  is both funny and irritating|1.0
6769|as blunt as it is in depicting child abuse  el bola is a movie steeped in an ambiguity that lends its conflicts a symbolic resonance|1.0
6770|just because it really happened to you  honey  doesnt mean that its interesting to anyone else|0.0
6771|its an odd show  pregnant with moods  stillborn except as a harsh conceptual exercise|0.0
6772|not really as bad as you might think|0.0
6773|the most antihuman big studio picture since 3000 miles to graceland|0.0
6774|the story    is inspiring  ironic  and revelatory of just how ridiculous and moneyoriented the record industry really is  it is also a testament to the integrity and vision of the band|1.0
6775|mildly amusing|0.0
6776|imamura has said that warm water under a red bridge is a poem to the enduring strengths of women  it may also be the best sex comedy about environmental pollution ever made|1.0
6777|happy times maintains an appealing veneer without becoming too cute about it|1.0
6778|a melancholy  emotional film|1.0
6779|directed with purpose and finesse by englands roger mitchell  who handily makes the move from pleasing  relatively lightweight commercial fare such as notting hill to commercial fare with real thematic heft|1.0
6780|frailty  has been written so well  that even a simple  goddammit   near the end takes on a whole other meaning|1.0
6781|a very funny romantic comedy about two skittish new york middleagers who stumble into a relationship and then struggle furiously with their fears and foibles|1.0
6782|this is the case of a pregnant premise being wasted by a script that takes few chances and manages to insult the intelligence of everyone in the audience|0.0
6783|uneasy mishmash of styles and genres|0.0
6784|kitschy  flashy  overlong soap opera|0.0
6785|reign of fire never comes close to recovering from its demented premise  but it does sustain an enjoyable level of ridiculousness|0.0
6786|staggeringly dreadful romance|0.0
6787|it all comes down to whether you can tolerate leon barlow  i cant|0.0
6788|purely propaganda  a work of unabashed hero worship  it is nonetheless  and likely inadvertently  a timely and invaluable implicit reminder of the role that u  s  foreign policy has played in the rise of castro|1.0
6789|the sum of all fears is remarkably fuddled about motives and context  which drains it of the dramatic substance that would shake us in our boots  or cinema seats|0.0
6790|as part of mr  dongs continuing exploration of homosexuality in america  family fundamentals is an earnest study in despair|1.0
6791|if director michael dowse only superficially understands his characters  he doesnt hold them in contempt|1.0
6792|moore is like a progressive bull in a china shop  a provocateur crashing into ideas and specialinterest groups as he slaps together his own brand of liberalism|1.0
6793|your stomach for heaven depends largely on your appetite for canned corn|0.0
